Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
TF		3q22.1	AMP	3	509	0.6%	No
TFDP2		3q23	AMP	3	509	0.6%	No
TFPI		2q32.1	AMP	3	509	0.6%	No
TFR2		7q22.1	AMP	3	509	0.6%	No
TG		8q24.22	AMP	3	509	0.6%	No
KLF10		8q22.3	AMP	3	509	0.6%	No
TM4SF4		3q25.1	AMP	3	509	0.6%	No
TRHR		8q23.1	AMP	3	509	0.6%	No
TRIP6		7q22.1	AMP	3	509	0.6%	No
TRPS1		8q23.3	AMP	3	509	0.6%	No
TSTA3		8q24.3	AMP	3	509	0.6%	No
TULP3		12p13.33	AMP	3	509	0.6%	No
SUMO1		2q33.1	AMP	3	509	0.6%	No
COL14A1		8q24.12	AMP	3	509	0.6%	No
UQCRB		8q22.1	AMP	3	509	0.6%	No
CLRN1		3q25.1	AMP	3	509	0.6%	No
VDAC3		8p11.21	HOMDEL	3	509	0.6%	No
VEGFA		6p21.1	AMP	3	509	0.6%	Yes
VGF		7q22.1	AMP	3	509	0.6%	No
VIPR2		7q36.3	AMP	3	509	0.6%	No
ZAN		7q22.1	AMP	3	509	0.6%	No
WNT2		7q31.2	AMP	3	509	0.6%	No
WRN		8p12	HOMDEL	3	509	0.6%	Yes
YWHAZ		8q22.3	AMP	3	509	0.6%	No
ZIC1		3q24	AMP	3	509	0.6%	No
ZNF7		8q24.3	AMP	3	509	0.6%	No
ZNF16		8q24.3	AMP	3	509	0.6%	No
KCNAB1		3q25.31	AMP	3	509	0.6%	No
MTERF1		7q21.2	AMP	3	509	0.6%	No
TFPI2		7q21.3	AMP	3	509	0.6%	No
ST7		7q31.2	AMP	3	509	0.6%	No
ARHGEF5		7q35	AMP	3	509	0.6%	No
ZNF212		7q36.1	AMP	3	509	0.6%	No
UBXN8		8p12	HOMDEL	3	509	0.6%	No
PSCA		8q24.3	AMP	3	509	0.6%	No
TRRAP		7q22.1	AMP	3	509	0.6%	Yes
FZD7		2q33.1	AMP	3	509	0.6%	No
SOX14		3q22.3	AMP	3	509	0.6%	No
BFSP2		3q22.1	AMP	3	509	0.6%	No
ZNF282		7q36.1	AMP	3	509	0.6%	No
CUL1		7q36.1	AMP	3	509	0.6%	No
PPFIBP1		12p11.23-p11.22	AMP	3	509	0.6%	Yes
LY6D		8q24.3	AMP	3	509	0.6%	No
JRK		8q24.3	AMP	3	509	0.6%	No
TNKS		8p23.1	HOMDEL	3	509	0.6%	No
EIF3H		8q23.3-q24.11	AMP	3	509	0.6%	No
DGAT1		8q24.3	AMP	3	509	0.6%	No
GPAA1		8q24.3	AMP	3	509	0.6%	No
ADAM18		8p11.22	HOMDEL	3	509	0.6%	No
ADAM9		8p11.22	HOMDEL	3	509	0.6%	No
RIPK2		8q21.3	AMP	3	509	0.6%	No
NRP2		2q33.3	AMP	3	509	0.6%	No
CCN4		8q24.22	AMP	3	509	0.6%	No
CPNE3		8q21.3	AMP	3	509	0.6%	No
FOXH1		8q24.3	AMP	3	509	0.6%	No
PLOD3		7q22.1	AMP	3	509	0.6%	No
ASH2L		8p11.23	HOMDEL	3	509	0.6%	No
CCNE2		8q22.1	AMP	3	509	0.6%	No
EBAG9		8q23.2	AMP	3	509	0.6%	No
MFHAS1		8p23.1	HOMDEL	3	509	0.6%	No
COPB2		3q23	AMP	3	509	0.6%	No
ASIC3		7q36.1	AMP	3	509	0.6%	No
MMP20		11q22.2	AMP	3	509	0.6%	No
TRIP12		2q36.3	AMP	3	509	0.6%	No
RECQL4		8q24.3	AMP	3	509	0.6%	Yes
CYP7B1		8q12.3	AMP	3	509	0.6%	No
CHST2		3q24	AMP	3	509	0.6%	No
QKI		6q26	HOMDEL	3	509	0.6%	Yes
BAG4		8p11.23	HOMDEL	3	509	0.6%	No
POLR1C		6p21.1	AMP	3	509	0.6%	No
CIR1		2q31.1	AMP	3	509	0.6%	No
PDIA4		7q36.1	AMP	3	509	0.6%	No
RNF7		3q23	AMP	3	509	0.6%	No
NUP155		5p13.2	AMP	3	509	0.6%	No
MTFR1		8q13.1	AMP	3	509	0.6%	No
LRRC14		8q24.3	AMP	3	509	0.6%	No
PRORP		14q13.2	AMP	3	509	0.6%	No
EMC2		8q23.1	AMP	3	509	0.6%	No
TCAF1		7q35	AMP	3	509	0.6%	No
MTSS1		8q24.13	AMP	3	509	0.6%	No
PTDSS1		8q22.1	AMP	3	509	0.6%	No
TSC22D2		3q25.1	AMP	3	509	0.6%	No
ZNF623		8q24.3	AMP	3	509	0.6%	No
MAGI2		7q21.11	AMP	3	509	0.6%	No
TOMM70		3q12.2	AMP	3	509	0.6%	No
WASHC5		8q24.13	AMP	3	509	0.6%	No
P2RY14		3q25.1	AMP	3	509	0.6%	No
ABCF2		7q36.1	AMP	3	509	0.6%	No
MUC12		7q22.1	AMP	3	509	0.6%	No
HHLA1		8q24.22	AMP	3	509	0.6%	No
ARL4A		7p21.3	AMP	3	509	0.6%	No
NAMPT		7q22.3	AMP	3	509	0.6%	No
AKAP9		7q21.2	AMP	3	509	0.6%	No
ABI2		2q33.2	AMP	3	509	0.6%	No
RASA4		7q22.1	AMP	3	509	0.6%	No
CALCRL		2q32.1	AMP	3	509	0.6%	No
TRIB1		8q24.13	AMP	3	509	0.6%	No
POP7		7q22.1	AMP	3	509	0.6%	No
STAG1		3q22.3	AMP	3	509	0.6%	Yes
BET1		7q21.3	AMP	3	509	0.6%	No
NDRG1		8q24.22	AMP	3	509	0.6%	Yes
CPQ		8q22.1	AMP	3	509	0.6%	No
SPAG11B		8p23.1	HOMDEL	3	509	0.6%	No
YAP1		11q22.1	AMP	3	509	0.6%	Yes
COG5		7q22.3	AMP	3	509	0.6%	No
ZNHIT1		7q22.1	AMP	3	509	0.6%	No
AGR2		7p21.1	AMP	3	509	0.6%	No
ARPC1A		7q22.1	AMP	3	509	0.6%	No
COLEC10		8q24.12	AMP	3	509	0.6%	No
PNMA2		8p21.2	HOMDEL	3	509	0.6%	No
TSPAN9		12p13.33-p13.32	AMP	3	509	0.6%	No
FASTK		7q36.1	AMP	3	509	0.6%	No
DDX52		17q12	AMP	3	509	0.6%	No
WWP1		8q21.3	AMP	3	509	0.6%	No
DUSP14		17q12	AMP	3	509	0.6%	No
TOPBP1		3q22.1	AMP	3	509	0.6%	No
CAPN10		2q37.3	AMP	3	509	0.6%	No
ERLIN2		8p11.23	HOMDEL	3	509	0.6%	No
ABCB8		7q36.1	AMP	3	509	0.6%	No
PLPBP		8p11.23	HOMDEL	3	509	0.6%	No
MRPL3		3q22.1	AMP	3	509	0.6%	No
RNF139		8q24.13	AMP	3	509	0.6%	No
ZHX1		8q24.13	AMP	3	509	0.6%	No
FILIP1L		3q12.1	AMP	3	509	0.6%	No
SYNRG		17q12	AMP	3	509	0.6%	No
RNF13		3q25.1	AMP	3	509	0.6%	No
TFEC		7q31.2	AMP	3	509	0.6%	No
MRAS		3q22.3	AMP	3	509	0.6%	No
PUF60		8q24.3	AMP	3	509	0.6%	No
ZHX2		8q24.13	AMP	3	509	0.6%	No
DENND3		8q24.3	AMP	3	509	0.6%	No
PAXIP1		7q36.2	AMP	3	509	0.6%	No
TRIM35		8p21.2	HOMDEL	3	509	0.6%	No
NFASC		1q32.1	AMP	3	509	0.6%	No
ZC3H3		8q24.3	AMP	3	509	0.6%	No
SSPO		7q36.1	AMP	3	509	0.6%	No
RRS1		8q13.1	AMP	3	509	0.6%	No
BOP1		8q24.3	AMP	3	509	0.6%	No
DDHD2		8p11.23	HOMDEL	3	509	0.6%	No
DNAJC13		3q22.1	AMP	3	509	0.6%	No
U2SURP		3q23	AMP	3	509	0.6%	No
ZFPM2		8q23.1	AMP	3	509	0.6%	No
SCRIB		8q24.3	AMP	3	509	0.6%	No
LRRC6		8q24.22	AMP	3	509	0.6%	No
CLDN15		7q22.1	AMP	3	509	0.6%	No
RAD54B		8q22.1	AMP	3	509	0.6%	No
YIPF3		6p21.1	AMP	3	509	0.6%	No
ARMC8		3q22.3	AMP	3	509	0.6%	No
DCAF13		8q22.3	AMP	3	509	0.6%	No
RNF19A		8q22.2	AMP	3	509	0.6%	No
SOSTDC1		7p21.2	AMP	3	509	0.6%	No
WWTR1		3q25.1	AMP	3	509	0.6%	Yes
ADGRA2		8p11.23	HOMDEL	3	509	0.6%	Yes
VIRMA		8q22.1	AMP	3	509	0.6%	No
TIPARP		3q25.31	AMP	3	509	0.6%	Yes
CNTNAP2		7q35-q36.1	AMP	3	509	0.6%	No
ANKRD17		4q13.3	AMP	3	509	0.6%	No
ARHGEF26		3q25.2	AMP	3	509	0.6%	No
TES		7q31.2	AMP	3	509	0.6%	No
GIMAP2		7q36.1	AMP	3	509	0.6%	No
RGS22		8q22.2	AMP	3	509	0.6%	No
OR2F1		7q35	AMP	3	509	0.6%	No
FBXL6		8q24.3	AMP	3	509	0.6%	No
FBXO24		7q22.1	AMP	3	509	0.6%	No
SNORA72		8q22.2	AMP	3	509	0.6%	No
RNU5F-1		1p34.1	AMP	3	509	0.6%	No
OPLAH		8q24.3	AMP	3	509	0.6%	No
PABPC1		8q22.3	AMP	3	509	0.6%	No
TPK1		7q35	AMP	3	509	0.6%	No
KCNV1		8q23.2	AMP	3	509	0.6%	No
NPHP3		3q22.1	AMP	3	509	0.6%	No
ATP2C1		3q22.1	AMP	3	509	0.6%	No
MTBP		8q24.12	AMP	3	509	0.6%	No
DKK4		8p11.21	HOMDEL	3	509	0.6%	Yes
ZNF777		7q36.1	AMP	3	509	0.6%	No
AGO2		8q24.3	AMP	3	509	0.6%	Yes
SERP1		3q25.1	AMP	3	509	0.6%	No
LSM1		8p11.23	HOMDEL	3	509	0.6%	No
BHLHE22		8q12.3	AMP	3	509	0.6%	No
PCDH11X		Xq21.31	AMP	3	509	0.6%	No
TMEM176B		7q36.1	AMP	3	509	0.6%	No
ASTE1		3q22.1	AMP	3	509	0.6%	No
COMMD5		8q24.3	AMP	3	509	0.6%	No
MRPL13		8q24.12	AMP	3	509	0.6%	No
ATAD2		8q24.13	AMP	3	509	0.6%	No
ASAP1-IT1		8q24.21	AMP	3	509	0.6%	No
OLA1		2q31.1	AMP	3	509	0.6%	No
REPIN1		7q36.1	AMP	3	509	0.6%	No
ICOS		2q33.2	AMP	3	509	0.6%	No
CPSF1		8q24.3	AMP	3	509	0.6%	No
GPR171		3q25.1	AMP	3	509	0.6%	No
PURG		8p12	HOMDEL	3	509	0.6%	No
MDFIC		7q31.1-q31.2	AMP	3	509	0.6%	No
PILRB		7q22.1	AMP	3	509	0.6%	No
PILRA		7q22.1	AMP	3	509	0.6%	No
SLC40A1		2q32.2	AMP	3	509	0.6%	No
PIK3R4		3q22.1	AMP	3	509	0.6%	No
RRM2B		8q22.3	AMP	3	509	0.6%	No
NOX4		11q14.3	HOMDEL	3	509	0.6%	No
CYHR1		8q24.3	AMP	3	509	0.6%	No
PNPLA8		7q31.1	AMP	3	509	0.6%	No
ASAP1		8q24.21-q24.22	AMP	3	509	0.6%	No
MTERF3		8q22.1	AMP	3	509	0.6%	No
FIS1		7q22.1	AMP	3	509	0.6%	No
PHF20L1		8q24.22	AMP	3	509	0.6%	No
RMDN1		8q21.3	AMP	3	509	0.6%	No
COMMD2		3q25.1	AMP	3	509	0.6%	No
ZNF706		8q22.3	AMP	3	509	0.6%	No
GOLGA7		8p11.21	HOMDEL	3	509	0.6%	No
A4GNT		3q22.3	AMP	3	509	0.6%	No
VPS28		8q24.3	AMP	3	509	0.6%	No
DBR1		3q22.3	AMP	3	509	0.6%	No
CLDN18		3q22.3	AMP	3	509	0.6%	No
HGH1		8q24.3	AMP	3	509	0.6%	No
ANKMY1		2q37.3	AMP	3	509	0.6%	No
KCNK9		8q24.3	AMP	3	509	0.6%	No
THEM6		8q24.3	AMP	3	509	0.6%	No
UBR5		8q22.3	AMP	3	509	0.6%	Yes
ACTL6B		7q22.1	AMP	3	509	0.6%	No
GULP1		2q32.1-q32.2	AMP	3	509	0.6%	No
ACKR4		3q22.1	AMP	3	509	0.6%	No
RAB6B		3q22.1	AMP	3	509	0.6%	No
FAM49B		8q24.21	AMP	3	509	0.6%	No
AZIN1		8q22.3	AMP	3	509	0.6%	No
SRRT		7q22.1	AMP	3	509	0.6%	No
NOP58		2q33.1	AMP	3	509	0.6%	No
OTUD6B		8q21.3	AMP	3	509	0.6%	No
MRPS33		7q34	AMP	3	509	0.6%	No
NUB1		7q36.1	AMP	3	509	0.6%	No
LSM8		7q31.31	AMP	3	509	0.6%	No
SELENOT		3q25.1	AMP	3	509	0.6%	No
WWOX		16q23.1-q23.2	HOMDEL	3	509	0.6%	No
ATP8A2		13q12.13	HOMDEL	3	509	0.6%	No
P2RY13		3q25.1	AMP	3	509	0.6%	No
IL20RB		3q22.3	AMP	3	509	0.6%	No
GPR87		3q25.1	AMP	3	509	0.6%	No
CNTN5		11q22.1	AMP	3	509	0.6%	No
CHRAC1		8q24.3	AMP	3	509	0.6%	No
ANKIB1		7q21.2	AMP	3	509	0.6%	No
CHPF2		7q36.1	AMP	3	509	0.6%	No
EXOSC4		8q24.3	AMP	3	509	0.6%	No
PUS7		7q22.3	AMP	3	509	0.6%	No
ASNSD1		2q32.2	AMP	3	509	0.6%	No
TMEM106B		7p21.3	AMP	3	509	0.6%	No
GTPBP2		6p21.1	AMP	3	509	0.6%	No
PDP1		8q22.1	AMP	3	509	0.6%	No
CNGB3		8q21.3	AMP	3	509	0.6%	No
LY6K		8q24.3	AMP	3	509	0.6%	No
ALKBH4		7q22.1	AMP	3	509	0.6%	No
MFSD6		2q32.2	AMP	3	509	0.6%	No
ESRP1		8q22.1	AMP	3	509	0.6%	No
NCAPG2		7q36.3	AMP	3	509	0.6%	No
NSD3		8p11.23	HOMDEL	3	509	0.6%	Yes
PINX1		8p23.1	HOMDEL	3	509	0.6%	No
PPP2R3C		14q13.2	AMP	3	509	0.6%	No
TRMT12		8q24.13	AMP	3	509	0.6%	No
ZCWPW1		7q22.1	AMP	3	509	0.6%	No
OXR1		8q23.1	AMP	3	509	0.6%	No
WDYHV1		8q24.13	AMP	3	509	0.6%	No
WDR70		5p13.2	AMP	3	509	0.6%	No
WDR60		7q36.3	AMP	3	509	0.6%	No
ARMC1		8q13.1	AMP	3	509	0.6%	No
MSL2		3q22.3	AMP	3	509	0.6%	No
FAIM		3q22.3	AMP	3	509	0.6%	No
SLC25A36		3q23	AMP	3	509	0.6%	No
BRF2		8p11.23	HOMDEL	3	509	0.6%	No
GIMAP4		7q36.1	AMP	3	509	0.6%	No
AGPAT5		8p23.1	HOMDEL	3	509	0.6%	No
GIMAP5		7q36.1	AMP	3	509	0.6%	No
LAPTM4B		8q22.1	AMP	3	509	0.6%	No
TMEM176A		7q36.1	AMP	3	509	0.6%	No
STRADB		2q33.1	AMP	3	509	0.6%	No
RBM12B-AS1		8q22.1	AMP	3	509	0.6%	No
PIP4P2		8q21.3	AMP	3	509	0.6%	No
SLC30A10		1q41	AMP	3	509	0.6%	No
CDV3		3q22.1	AMP	3	509	0.6%	No
SLC39A4		8q24.3	AMP	3	509	0.6%	No
SYBU		8q23.2	AMP	3	509	0.6%	No
INTS8		8q22.1	AMP	3	509	0.6%	No
WDR12		2q33.2	AMP	3	509	0.6%	No
TBC1D23		3q12.1-q12.2	AMP	3	509	0.6%	No
ZC3H15		2q32.1	AMP	3	509	0.6%	No
DEFB103B		8p23.1	HOMDEL	3	509	0.6%	No
TEX15		8p12	HOMDEL	3	509	0.6%	No
GSDMC		8q24.21	AMP	3	509	0.6%	No
YLPM1		14q24.3	AMP	3	509	0.6%	No
MEPCE		7q22.1	AMP	3	509	0.6%	No
ANKRD7		7q31.31	AMP	3	509	0.6%	No
SUCNR1		3q25.1	AMP	3	509	0.6%	No
TCIM		8p11.21	HOMDEL	3	509	0.6%	No
ARNTL2		12p11.23	AMP	3	509	0.6%	No
ENY2		8q23.1	AMP	3	509	0.6%	No
MRPS22		3q23	AMP	3	509	0.6%	No
NIT2		3q12.2	AMP	3	509	0.6%	No
SLC12A9		7q22.1	AMP	3	509	0.6%	No
SDHAF3		7q21.3	AMP	3	509	0.6%	No
CCNL1		3q25.31	AMP	3	509	0.6%	No
RARS2		6q15	HOMDEL	3	509	0.6%	No
PLSCR2		3q24	AMP	3	509	0.6%	No
PLSCR4		3q24	AMP	3	509	0.6%	No
RNPEPL1		2q37.3	AMP	3	509	0.6%	No
SLURP1		8q24.3	AMP	3	509	0.6%	No
SLC45A4		8q24.3	AMP	3	509	0.6%	No
CYP20A1		2q33.2	AMP	3	509	0.6%	No
ESYT2		7q36.3	AMP	3	509	0.6%	No
MTUS1		8p22	HOMDEL	3	509	0.6%	No
XPO5		6p21.1	AMP	3	509	0.6%	No
KIAA1328		18q12.2	HOMDEL	3	509	0.6%	No
ZNF398		7q36.1	AMP	3	509	0.6%	No
CEP126		11q22.1	AMP	3	509	0.6%	No
ZFAT		8q24.22	AMP	3	509	0.6%	No
ALS2		2q33.1	AMP	3	509	0.6%	No
GATAD1		7q21.2	AMP	3	509	0.6%	No
SRPRB		3q22.1	AMP	3	509	0.6%	No
ZNF250		8q24.3	AMP	3	509	0.6%	No
MPP4		2q33.1	AMP	3	509	0.6%	No
PLEKHA2		8p11.22	HOMDEL	3	509	0.6%	No
BPESC1		3q23	AMP	3	509	0.6%	No
RINT1		7q22.3	AMP	3	509	0.6%	No
MMP27		11q22.2	AMP	3	509	0.6%	No
CLSTN2		3q23	AMP	3	509	0.6%	No
SNX16		8q21.13	AMP	3	509	0.6%	No
NECAB1		8q21.3	AMP	3	509	0.6%	No
OSGEPL1		2q32.2	AMP	3	509	0.6%	No
MOSPD3		7q22.1	AMP	3	509	0.6%	No
GIGYF1		7q22.1	AMP	3	509	0.6%	No
PARP12		7q34	AMP	3	509	0.6%	No
IFT22		7q22.1	AMP	3	509	0.6%	No
DEPTOR		8q24.12	AMP	3	509	0.6%	No
P2RY12		3q25.1	AMP	3	509	0.6%	No
RAPH1		2q33.2	AMP	3	509	0.6%	No
CDK15		2q33.1	AMP	3	509	0.6%	No
TMEM237		2q33.1	AMP	3	509	0.6%	No
NBEAL1		2q33.2	AMP	3	509	0.6%	No
PYCR3		8q24.3	AMP	3	509	0.6%	No
C8ORF33		8q24.3	AMP	3	509	0.6%	No
DLK2		6p21.1	AMP	3	509	0.6%	No
LRRC61		7q36.1	AMP	3	509	0.6%	No
TMEM108		3q22.1	AMP	3	509	0.6%	No
LYNX1		8q24.3	AMP	3	509	0.6%	No
TRAK2		2q33.1	AMP	3	509	0.6%	No
MTMR9		8p23.1	HOMDEL	3	509	0.6%	No
DUSP26		8p12	HOMDEL	3	509	0.6%	No
RHPN1-AS1		8q24.3	AMP	3	509	0.6%	No
DSCC1		8q24.12	AMP	3	509	0.6%	No
DERL1		8q24.13	AMP	3	509	0.6%	No
IRX1		5p15.33	AMP	3	509	0.6%	No
SLC52A2		8q24.3	AMP	3	509	0.6%	No
MCPH1		8p23.1	HOMDEL	3	509	0.6%	No
PPP1R3B		8p23.1	HOMDEL	3	509	0.6%	No
PLEKHF2		8q22.1	AMP	3	509	0.6%	No
PARP8		5q11.1	AMP	3	509	0.6%	No
VEPH1		3q25.31-q25.32	AMP	3	509	0.6%	No
ZMAT4		8p11.21	HOMDEL	3	509	0.6%	No
PRKRIP1		7q22.1	AMP	3	509	0.6%	No
ANKRD55		5q11.2	AMP	3	509	0.6%	No
GSDMD		8q24.3	AMP	3	509	0.6%	No
CARF		2q33.2	AMP	3	509	0.6%	No
RNF122		8p12	HOMDEL	3	509	0.6%	No
NEK11		3q22.1	AMP	3	509	0.6%	No
UBA5		3q22.1	AMP	3	509	0.6%	No
ZNF696		8q24.3	AMP	3	509	0.6%	No
ZNF767P		7q36.1	AMP	3	509	0.6%	No
CPED1		7q31.31	AMP	3	509	0.6%	No
GRHL2		8q22.3	AMP	3	509	0.6%	No
ZNF556		19p13.3	HOMDEL	3	509	0.6%	No
ZNF703		8p11.23	HOMDEL	3	509	0.6%	Yes
TTI2		8p12	HOMDEL	3	509	0.6%	No
FHOD3		18q12.2	HOMDEL	3	509	0.6%	No
RAB11FIP1		8p11.23	HOMDEL	3	509	0.6%	No
ORAI2		7q22.1	AMP	3	509	0.6%	No
CEP70		3q22.3	AMP	3	509	0.6%	No
SLC35G2		3q22.3	AMP	3	509	0.6%	No
ARHGAP39		8q24.3	AMP	3	509	0.6%	No
ZNF34		8q24.3	AMP	3	509	0.6%	No
KDM7A		7q34	AMP	3	509	0.6%	No
SLC25A32		8q22.3	AMP	3	509	0.6%	No
DCSTAMP		8q22.3	AMP	3	509	0.6%	No
STMN4		8p21.2	HOMDEL	3	509	0.6%	No
ACSBG2		19p13.3	HOMDEL	3	509	0.6%	No
TSC22D4		7q22.1	AMP	3	509	0.6%	No
TRIM56		7q22.1	AMP	3	509	0.6%	No
SHARPIN		8q24.3	AMP	3	509	0.6%	No
EPPK1		8q24.3	AMP	3	509	0.6%	No
SCRT1		8q24.3	AMP	3	509	0.6%	No
TMUB1		7q36.1	AMP	3	509	0.6%	No
SOX7		8p23.1	HOMDEL	3	509	0.6%	No
FAM167A		8p23.1	HOMDEL	3	509	0.6%	No
SLC35G5		8p23.1	HOMDEL	3	509	0.6%	No
LINC00208		8p23.1	HOMDEL	3	509	0.6%	No
FAM167A-AS1		8p23.1	HOMDEL	3	509	0.6%	No
CALN1		7q11.22	AMP	3	509	0.6%	No
ESYT3		3q22.3	AMP	3	509	0.6%	No
TM2D2		8p11.22	HOMDEL	3	509	0.6%	No
EIF2A		3q25.1	AMP	3	509	0.6%	No
TATDN1		8q24.13	AMP	3	509	0.6%	No
IMMP2L		7q31.1	HOMDEL	3	509	0.6%	No
NACA4P		8q22.3	AMP	3	509	0.6%	No
NCALD		8q22.3	AMP	3	509	0.6%	No
CTTNBP2		7q31.31	AMP	3	509	0.6%	No
RBM48		7q21.2	AMP	3	509	0.6%	No
ZIC4		3q24	AMP	3	509	0.6%	No
WDR75		2q32.2	AMP	3	509	0.6%	No
ACAD11		3q22.1	AMP	3	509	0.6%	No
MYH16		7q22.1	AMP	3	509	0.6%	No
TBC1D3F		17q12	AMP	3	509	0.6%	No
MAF1		8q24.3	AMP	3	509	0.6%	No
UTP23		8q24.11	AMP	3	509	0.6%	No
GINS4		8p11.21	HOMDEL	3	509	0.6%	No
CMSS1		3q12.1	AMP	3	509	0.6%	No
HPS3		3q24	AMP	3	509	0.6%	No
MAML2		11q21	AMP	3	509	0.6%	Yes
PLPP5		8p11.23	HOMDEL	3	509	0.6%	No
MAK16		8p12	HOMDEL	3	509	0.6%	No
KRBA1		7q36.1	AMP	3	509	0.6%	No
FUT10		8p12	HOMDEL	3	509	0.6%	No
PARP10		8q24.3	AMP	3	509	0.6%	No
C8ORF76		8q24.13	AMP	3	509	0.6%	No
TIGD5		8q24.3	AMP	3	509	0.6%	No
NUDCD1		8q23.1	AMP	3	509	0.6%	No
FAM83A		8q24.13	AMP	3	509	0.6%	No
PPP1R16A		8q24.3	AMP	3	509	0.6%	No
FAM86B1		8p23.1	HOMDEL	3	509	0.6%	No
CFAP300		11q22.1	AMP	3	509	0.6%	No
TSPYL5		8q22.1	AMP	3	509	0.6%	No
SCIN		7p21.3	AMP	3	509	0.6%	No
PSKH2		8q21.3	AMP	3	509	0.6%	No
ABCC10		6p21.1	AMP	3	509	0.6%	No
TGIF2LX		Xq21.31	AMP	3	509	0.6%	No
MED30		8q24.11	AMP	3	509	0.6%	No
ERI1		8p23.1	HOMDEL	3	509	0.6%	No
ZNF251		8q24.3	AMP	3	509	0.6%	No
KIFC2		8q24.3	AMP	3	509	0.6%	No
TMEM67		8q22.1	AMP	3	509	0.6%	No
ZNF804A		2q32.1	AMP	3	509	0.6%	No
MTDH		8q22.1	AMP	3	509	0.6%	No
SPSB4		3q23	AMP	3	509	0.6%	No
PXYLP1		3q23	AMP	3	509	0.6%	No
CHMP4C		8q21.13	AMP	3	509	0.6%	No
DNER		2q36.3	AMP	3	509	0.6%	No
PKHD1L1		8q23.1-q23.2	AMP	3	509	0.6%	No
NAPRT		8q24.3	AMP	3	509	0.6%	No
MYL10		7q22.1	AMP	3	509	0.6%	No
TBC1D31		8q24.13	AMP	3	509	0.6%	No
TJAP1		6p21.1	AMP	3	509	0.6%	No
ST7-AS1		7q31.2	AMP	3	509	0.6%	No
ST7-AS2		7q31.2	AMP	3	509	0.6%	No
ST7-OT3		7q31.2	AMP	3	509	0.6%	No
HPYR1		8q24.22	AMP	3	509	0.6%	No
FOXP2		7q31.1	AMP	3	509	0.6%	No
ORMDL1		2q32.2	AMP	3	509	0.6%	No
RP1L1		8p23.1	HOMDEL	3	509	0.6%	No
TP53INP1		8q22.1	AMP	3	509	0.6%	No
MFSD3		8q24.3	AMP	3	509	0.6%	No
ZBED6CL		7q36.1	AMP	3	509	0.6%	No
TXNRD3		3q21.3	AMP	3	509	0.6%	No
MAL2		8q24.12	AMP	3	509	0.6%	No
CSMD3		8q23.3	AMP	3	509	0.6%	No
RHPN1		8q24.3	AMP	3	509	0.6%	No
FBXO32		8q24.13	AMP	3	509	0.6%	No
TMEM123		11q22.2	AMP	3	509	0.6%	No
SLC26A7		8q21.3	AMP	3	509	0.6%	No
CTHRC1		8q22.3	AMP	3	509	0.6%	No
OSR2		8q22.2	AMP	3	509	0.6%	No
DIRC1		2q32.2	AMP	3	509	0.6%	No
TM4SF18		3q25.1	AMP	3	509	0.6%	No
TOP1MT		8q24.3	AMP	3	509	0.6%	No
MED12L		3q25.1	AMP	3	509	0.6%	No
CLRN1-AS1		3q25.1	AMP	3	509	0.6%	No
AGAP3		7q36.1	AMP	3	509	0.6%	No
PARD3B		2q33.3	AMP	3	509	0.6%	No
ZNF57		19p13.3	HOMDEL	3	509	0.6%	No
ICA1L		2q33.2	AMP	3	509	0.6%	No
FBXO36		2q36.3	AMP	3	509	0.6%	No
CPNE4		3q22.1	AMP	3	509	0.6%	No
UROC1		3q21.3	AMP	3	509	0.6%	No
ERICH6		3q25.1	AMP	3	509	0.6%	No
NUDT16		3q22.1	AMP	3	509	0.6%	No
COL6A6		3q22.1	AMP	3	509	0.6%	No
GRK7		3q23	AMP	3	509	0.6%	No
IL31RA		5q11.2	AMP	3	509	0.6%	No
EMB		5q11.1	AMP	3	509	0.6%	No
NOBOX		7q35	AMP	3	509	0.6%	No
OR2A14		7q35	AMP	3	509	0.6%	No
OR6B1		7q35	AMP	3	509	0.6%	No
OR2F2		7q35	AMP	3	509	0.6%	No
ZNF786		7q36.1	AMP	3	509	0.6%	No
COL26A1		7q22.1	AMP	3	509	0.6%	No
ASB10		7q36.1	AMP	3	509	0.6%	No
ASZ1		7q31.2	AMP	3	509	0.6%	No
CLDN23		8p23.1	HOMDEL	3	509	0.6%	No
ZNF572		8q24.13	AMP	3	509	0.6%	No
GOT1L1		8p11.23	HOMDEL	3	509	0.6%	No
FAM92A		8q22.1	AMP	3	509	0.6%	No
NDUFAF6		8q22.1	AMP	3	509	0.6%	No
ABRA		8q23.1	AMP	3	509	0.6%	No
LYPD2		8q24.3	AMP	3	509	0.6%	No
TMEM71		8q24.22	AMP	3	509	0.6%	No
ADHFE1		8q13.1	AMP	3	509	0.6%	No
GPAT4		8p11.21	HOMDEL	3	509	0.6%	No
UNC5D		8p12	HOMDEL	3	509	0.6%	No
LETM2		8p11.23	HOMDEL	3	509	0.6%	No
DCAF4L2		8q21.3	AMP	3	509	0.6%	No
MUC17		7q22.1	AMP	3	509	0.6%	No
PISRT1		3q23	AMP	3	509	0.6%	No
DEFB104A		8p23.1	HOMDEL	3	509	0.6%	No
MACROD2		20p12.1	HOMDEL	3	509	0.6%	No
PABPC5		Xq21.31	AMP	3	509	0.6%	No
